id;equipment;functieplaats;omschrijving;objecttype;geoCode;geoCode omschrijving;plaats;straat;standplaats code;standplaats;contractgebied code;contractgebied;status;equipmenttype;startpunt;eindpunt;lengte;maateenheid;naam;user status equipment;vestiging;oH-organisatie;oH-plann.groep;kostenplaats;vast actief;wijziging op;wijziging door;basis objecttype code;techniekveld;hoekverhouding kruising;aanschafdatum;eigenaar (economisch);bewapening;dikte ballast;hoofdspoor/zijspoor;profiel;smeerloze constructie;soort ballast;soort Wisselligger;generiek tekeningnummer;voegloos;monitoring;aangesloten wisselverwarming;operatie;producent;projectdefinitie;xY nauwkeurig begin gemeten;baanvaksnelheid goederen;baanvaksnelheid reizigers;dagtonnage reizigers;ondergrond (BAAN_ONDERGRONDWSL);in bestrating;plaatsingsdatum;kruisingnummer;datacollectie;theoretisch vervangingsjaar;afschrijvingsgroep;wissel classificatie;theoretische levensduur;bediening classificatie;beheerder;beheerder Extra Info;datum eerste plaatsing;locatie functioneel;xY nauwkeurig eind gemeten;spoorafstand;lTD tekeningnummer;economisch vervangingsjaar;technisch vervangingsjaar;inspectiejaar;hergebruikt object?;dagtonnage goederen;fictief tonnage;undersleeperpad aanwezig?;naam 3;opmerkingen;oud equipment;opmerking;naam 4;geokunststoffen;producent + type geokunststof;naam 2;naam 1
Dataset-Fysiek_object-11229987;11229987;107-308-1000312105;107 Kruising 183K 1: 4,5;Kruising;107;Moordrecht Aansl. - Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;19.305.000;19.305.000;;M;183K;VRIJ;1000;1000;02B;P2308-107;;26-8-2019 00:00;808956;308;B;01:04,5;25-9-2011 00:00;ProRail;Indirecte bevestiging;;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420306;Ja;Geen;Niet van toepassing;WIJZIGEN;BWG;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;25-9-2011 00:00;183K;Dataverbetering;1-1-2199 00:00;;D:  Niet centraal bed. wissel;;;ProRail;Niet van toepassing;1-1-2004 00:00;YPB;BBK (<=28cm);Afwijkende spoorafstand;420310;;;1-1-2025 00:00;;;;;;Spoorafstand 7,50m;;;;;;;
Dataset-Fysiek_object-10265571;10265571;506-308-1000311857;506 Kruising 904K 1: 5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;4;Randstad Noord;12;Amersfoort;INGB;B;43.924.000;43.924.000;;M;95A;VRIJ;1000;1000;12B;P2208-506;2020154;26-8-2019 00:00;808956;308;B;01:05;1-1-2000 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;414111;Ja;Geen;Nee;WIJZIGEN;RAILPRO;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2000 00:00;904K;Dataverbetering;1-1-2035 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;AMF;Objectregistratie (<=1.5m);Asymmetrisch;GEEN LTD;;;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-10101984;10101984;924-308-1000311739;924 Bew.Kruising 2371A/2371B 1: 15;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;37.221.000;37.304.000;0.083000;M;2371A;VRIJ;1000;1000;04B;P2308-924;2025432;26-8-2019 00:00;808956;308;B;01:15;1-10-2008 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414793;Ja;Geen;GK.Kfh.01;WIJZIGEN;WBB;Z-166414;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-10-2008 00:00;2371A/2371B;Dataverbetering;1-1-2061 00:00;;C:  Centr bed en licht belast;53;IV;ProRail;;1-10-2008 00:00;PPLG_KFH;;Asymmetrisch;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10120806;10120806;519-308-1000311767;519 Kruising 51K 1: 4,5;Kruising;519;Roermond;Niet van toepassing;Niet van toepassing;3;Zuid;25;Roermond;INGB;B;46.388.000;46.388.000;;M;51K;VRIJ;1000;1000;25B;P3208-519;2012359;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1997 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411813;Ja;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;Objectregistratie (<=1.5m);;;;;Nee;1-1-1997 00:00;51K;Dataverbetering;1-1-2032 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van Toepassing;;RM;Objectregistratie (<=1.5m);4,35;ONBEKEND;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10121019;10121019;545-308-1000311777;545 Kruising 135K 1: 5;Kruising;545;Roosendaal;Niet van toepassing;Niet van toepassing;3;Zuid;19;Roosendaal;INGB;B;22.995.000;23.003.000;0.008000;M;135K;VRIJ;1000;1000;19B;P3108-545;2019474;26-8-2019 00:00;808956;308;B;01:05;1-7-2011 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;N.v.t.;WIJZIGEN;WBN;Z-156402;Onbekende nauwkeurigheid;40;40;999;Ballast op zand;Nee;1-7-2011 00:00;135K;Dataverbetering;1-1-2056 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;;;1800-01-31 00: 00;;;;;;;;Nee;999;999;;2007-2009;;;;;;;2001-2003;
Dataset-Fysiek_object-10953670;10953670;609-308-1000312073;609 Bew.Kruising 3A/B 1: 15;Kruising;609;Zutphen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;31;IJsselstreek;INGB;B;29.726.000;29.783.000;0.050000;M;3A/B;VRIJ;1000;1000;31B;P1208-609;;26-8-2019 00:00;808956;308;B;01:15;1-1-2006 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;;Steenslag 31,5/50;Beton;414793;Ja;Geen;GK.Zp.07;SANEREN;WBB;Z-156402;Onbekende nauwkeurigheid;;;;;Nee;1-1-2006 00:00;3A/B;Dataverbetering;1-1-2051 00:00;6:  Tf <= 5.000 (lichtst bel.);B:  Centr bed en middel belast;45;IV;;;1800-01-31 00: 00;ZP;;;;;;;Nee;;;;;;;;;;;;Zp, Brp HD, Groepskast 7
Dataset-Fysiek_object-10944812;10944812;545-308-1000312071;545 Kruising 81K 1: 4,5;Kruising;545;Roosendaal;Niet van toepassing;Niet van toepassing;3;Zuid;19;Roosendaal;INGB;B;22.337.000;22.344.000;;M;81K;VRIJ;1000;1000;19B;P3108-545;2019453;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2004 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;N.v.t.;WIJZIGEN;ONBEKEND;Z-156402;Onbekende nauwkeurigheid;80;80;999;Ballast op zand;Nee;1-1-2004 00:00;81K;Dataverbetering;1-1-2049 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;;;1800-01-31 00: 00;;;;;;;;Nee;999;999;;P-E;;;;;;;;
Dataset-Fysiek_object-11333274;11333274;522-308-1000312123;522 Kruising 953K 1: 4,5;Kruising;522;Uitgeest;Niet van toepassing;Niet van toepassing;4;Randstad Noord;7;Alkmaar;INGB;B;58.076.000;58.076.000;;M;953K;VRIJ;1000;1000;07B;P2108-522;2013480;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2011 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Austrorollen;Steenslag 31,5/50;Beton;411793;Ja;Geen;Niet van toepassing;WIJZIGEN;Wisselbouw Nederland;L-004136;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2011 00:00;953K;Dataverbetering;1-1-2071 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;;UTG;Objectregistratie (<=1.5m);4,35;ONBEKEND;;;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-11506167;11506167;478-308-1000312165;478 Kruising 1193K 1: 9;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;0.755000;0.755000;;M;K_EE-FF;VRIJ;1000;1000;04B;;;26-8-2019 00:00;808956;308;B;01:09;1-4-2014 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Niet van toepassing;WIJZIGEN;voestalpine WBN BV;Z-166414;BBK (<=28cm);;;;Ballast op zand;Nee;1-4-2014 00:00;1193K;Dataverbetering;1-1-2074 00:00;2:  80.000 < Tf <= 130.000;D:  Niet centraal bed. wissel;60;IV;ProRail;;1-4-2014 00:00;PPLG_MVTW;;4,5;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-11620823;11620823;478-308-1000351680;478 Kruising 1591K 1: 4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;1.894.000;1.894.000;;M;1591K;VRIJ;1000;1000;04B;;;26-8-2019 00:00;808956;308;B;01:04,5;;ProRail;Indirecte bevestiging;;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Niet van toepassing;WIJZIGEN;Vossloh Cogifer Kloos BV;Z-166414;BBK (<=28cm);;;;Ballast op zand;Nee;1-4-2014 00:00;1591K;Dataverbetering;;;;;;ProRail;;1-4-2014 00:00;PPLG_MVTW;;4,5;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11620824;11620824;478-308-1000351682;478 Kruising 1245K 1: 4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;1.866.000;1.884.000;0.018000;M;1245K;VRIJ;1000;1000;04B;;;26-8-2019 00:00;808956;308;B;01:04,5;;ProRail;Indirecte bevestiging;;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;420024;Ja;Geen;Niet van toepassing;WIJZIGEN;WBB;Z-166414;BBK (<=28cm);;;;Ballast op zand;Nee;1800-01-31 00: 00;1245K;Dataverbetering;;;;;;ProRail;;1800-01-31 00: 00;PPLG_MVTW;;Asymmetrisch;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10120653;10120653;517-308-1000311753;517 Kruising 63K 1: 4,5;Kruising;517;Venlo;Niet van toepassing;Niet van toepassing;3;Zuid;27;Venlo;INGB;B;69.288.000;69.288.000;;M;63K;VRIJ;1000;1000;27B;P3208-517;2018962;24-9-2019 00:00;1016222;308;B;01:04,5;1-1-2005 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Geen;Steenslag 22/40;Beton;415065;Ja;Geen;Niet van toepassing;;ONBEKEND;;Objectregistratie (<=1.5m);30;;;;Nee;1-1-2005 00:00;63K;Dataverbetering;1-1-2058 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;53;IV;ProRail;Niet van toepassing;1-1-2005 00:00;VL;Objectregistratie (<=1.5m);4,5;415065;;;;;;;;P-E;;;;;;;;
Dataset-Fysiek_object-10201159;10201159;501-308-1000311799;501 Kruising 29K 1: 4,5;Kruising;501;Groningen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;37;Groningen;INGB;B;80.225.000;80.225.000;;M;29K;VRIJ;1000;1000;37B;P1108-501;2015049;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1982 00:00;ProRail;Indirecte bevestiging;< 15 cm;Hoofdspoor;4,60E+04;Geen;Steenslag 31,5/50;Hout;44181;Nee;Geen;Niet van toepassing;WIJZIGEN;WBB;;Objectregistratie (<=1.5m);40;;;Ballast op zand;Nee;1-1-1982 00:00;29K;Dataverbetering;1-1-2007 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;25;IV;ProRail;Niet van toepassing;1-1-1982 00:00;GN;Objectregistratie (<=1.5m);4;44181;;;1-1-2014 00:00;;;;;;;;;;;;;
Dataset-Fysiek_object-10265605;10265605;522-308-1000311865;522 Kruising 952K 1: 4,5;Kruising;522;Uitgeest;Niet van toepassing;Niet van toepassing;4;Randstad Noord;7;Alkmaar;INGB;B;57.746.000;57.746.000;;M;952K;VRIJ;1000;1000;07B;P2108-522;2013479;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1999 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;411793;Ja;Geen;Niet van toepassing;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1999 00:00;952K;Dataverbetering;1-1-2034 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;UTG;Objectregistratie (<=1.5m);4,35;ONBEKEND;;;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-11346986;11346986;135-308-1000312125;135 Kruising 257K 1: 4,5;Kruising;135;Weesp Aansl. - Lelystad Industrieterrein;Niet van toepassing;Niet van toepassing;4;Randstad Noord;11;Weesp;INGB;B;21.647.000;21.660.000;0.013000;M;257K;VRIJ;1000;1000;11B;P2108-135;2012223;26-8-2019 00:00;808956;308;B;01:04,5;29-5-2012 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;;Steenslag 31,5/50;Beton;415091;Ja;Geen;;;VOESTALPINE WBN;L-003244;;;;;;;29-5-2012 00:00;257K;Mutaties vanuit projecten;1-1-2072 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;60;IV;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11454144;11454144;614-308-1000312143;614 Kruising 2159K 1: 4,5;Kruising;614;s Hertogenbosch;Niet van toepassing;Niet van toepassing;3;Zuid;21;Den Bosch;INGB;B;47.951.000;47.951.000;;M;2159K;VRIJ;1000;1000;21B;;;26-8-2019 00:00;808956;308;B;01:04,5;12-7-2013 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414581;Ja;Geen;Nee;WIJZIGEN;Vossloh Cogifer Kloos;R-403500;Objectregistratie (<=1.5m);60;;;Ballast op zand;Nee;12-7-2013 00:00;2159K;Dataverbetering;1-1-2048 00:00;3:  40.000 < Tf <= 80.000;A:  Centr bed en intens. belast;35;IV;ProRail;Niet van toepassing;;HT;Objectregistratie (<=1.5m);Afwijkende spoorafstand;ONBEKEND;;;;;;;;;KRWL 54E1 1: 9 spafst 5,84 m;;;;;;;
Dataset-Fysiek_object-11663953;11663953;543-308-1000439861;543 Kruising 185K 1: 4,5;Kruising;543;Hengelo;Niet van toepassing;Niet van toepassing;2;Noord-Oost;32;Twente;INGB;B;45.403.000;45.433.000;0.030000;M;185K;VRIJ;1000;1000;32B;;;26-8-2019 00:00;808956;308;B;01:04,5;1800-01-31 00: 00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420306;Ja;Geen;Niet van toepassing;WIJZIGEN;WBN;D-002930;BBK (<=28cm);40;40;;Ballast op zand;Nee;22-10-2018 00:00;185K;Dataverbetering;1-1-2199 00:00;;B:  Centr bed en middel belast;;Niet van toepassing;ProRail;Niet van toepassing;22-10-2018 00:00;HGL;BBK (<=28cm);Asymmetrisch;;;;;Nee;;;Nee;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10265569;10265569;506-308-1000311853;506 Kruising 902K 1: 5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;4;Randstad Noord;12;Amersfoort;INGB;B;43.904.000;43.904.000;;M;902K;VRIJ;1000;1000;12B;P2208-506;2020152;26-8-2019 00:00;808956;308;B;01:05;1-1-2000 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;414111;Ja;Geen;Nee;WIJZIGEN;RAILPRO;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2000 00:00;902K;Dataverbetering;1-1-2035 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;AMF;Objectregistratie (<=1.5m);Asymmetrisch;GEEN LTD;;;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-10101170;10101170;534-308-1000311695;534 Kruising 1041K 1: 4,5;Kruising;534;Leiden Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;1;Leiden;INGB;B;45.545.000;45.564.000;0.019000;M;1041K;VRIJ;1000;1000;01B;P2308-534;2012473;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1995 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411813;Ja;Geen;Niet van toepassing;WIJZIGEN;RAILPRO;Z-156402;Onbekende nauwkeurigheid;40;40;999;;Nee;1-1-1995 00:00;1041K;Dataverbetering;1-1-2030 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;ProRail;;1800-01-31 00: 00;;;;;;;1-1-2015 00:00;Nee;999;999;;;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-10101534;10101534;560-308-1000311727;560 Kruising 59K 1: 4,5;Kruising;560;Den Haag Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;24.800.000;24.800.000;;M;59K;VRIJ;1000;1000;02B;P2308-560;2017033;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1989 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411034;Nee;Geen;Niet van toepassing;WIJZIGEN;RAILPRO;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-1989 00:00;59K;Dataverbetering;1-1-2024 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;1-1-1989 00:00;GVC;BBK (<=28cm);4,5;;31-12-2020 00:00;31-12-2019 00:00;1-1-2013 00:00;;;;;;NVT;;wissel wordt vernieuwd in project ombouw GVC richtlijn 2013 K-04803;;;;;
Dataset-Fysiek_object-10120779;10120779;518-308-1000311765;518 Kruising 191K 1: 4,5;Kruising;518;Weert;Niet van toepassing;Niet van toepassing;3;Zuid;25;Roermond;INGB;B;64.760.000;64.760.000;;M;191K;VRIJ;1000;1000;25B;P3208-518;2019432;2-9-2019 00:00;P1005904;308;B;01:04,5;1-1-1992 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;411793;Ja;Geen;Niet van toepassing;WIJZIGEN;Kloos;M-004550;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;19-8-2019 00:00;191K;Mutaties vanuit projecten;1-1-2064 00:00;4:  20.000 < Tf <= 40.000;C:  Centr bed en licht belast;45;IV;ProRail;Niet van Toepassing;19-8-2019 00:00;WT;Objectregistratie (<=1.5m);4,35;ONBEKEND;31-12-2019 00:00;31-12-2019 00:00;1-1-2015 00:00;Nee;;;Nee;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-11282335;11282335;506-308-1000312119;506 Kruising 907K 1: 4,5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;4;Randstad Noord;12;Amersfoort;INGB;B;44.122.000;44.122.000;;M;117BA;VRIJ;1000;1000;12B;P2208-506;2025428;26-8-2019 00:00;808956;308;B;01:04,5;10-10-2016 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Nee;WIJZIGEN;WBN;L-004801;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;10-10-2016 00:00;907K;Dataverbetering;1-1-2023 00:00;5:  5.000 < Tf <= 20.000;Niet van toepassing;35;IV;ProRail;Niet van toepassing;10-10-2016 00:00;AMF;Objectregistratie (<=1.5m);Asymmetrisch;415090;;;;Nee;;;Nee;;;;;;Nee;;;
Dataset-Fysiek_object-10519370;10519370;664-308-1000311955;664 Kruising 911K 1: 9;Kruising;664;Rotterdam Lombardijen;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;43.234.000;43.252.000;0.018000;M;911K;VRIJ;1000;1000;05B;P2308-664;2017677;26-8-2019 00:00;808956;308;B;01:09;1-1-1994 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411793;Ja;Geen;Niet van toepassing;;RAILPRO;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1994 00:00;911K;Dataverbetering;1-1-2029 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;RTST;BBK (<=28cm);;;;31-12-2018 00:00;1-1-2014 00:00;;;;;;NVT;;Ldv TVVJ 01.01.2016;FV-2205-110406;;;;
Dataset-Fysiek_object-10552127;10552127;542-308-1000311977;542 Kruising 1245K 1: 4,5;Kruising;542;Dordrecht;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;29.867.000;29.867.000;0.028000;M;1245K;VRIJ;1000;1000;05B;P2308-542;2017740;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1996 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Niet van toepassing;WIJZIGEN;VCK;K-006020;BBK (<=28cm);;;;Ballast op zand;Nee;8-1-2018 00:00;1245K;Dataverbetering;1-1-2053 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;8-1-2018 00:00;DDR;BBK (<=28cm);4,5;1548286;;1-1-2017 00:00;1-1-2013 00:00;Nee;;;Nee;;NVT;;;;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10944791;10944791;127-308-1000312069;127 Kruising 307K 1: 4,5;Kruising;127;Roosendaal - Vlissingen;Niet van toepassing;Niet van toepassing;3;Zuid;18;Goes;INGB;B;12.230.000;12.250.000;0.020000;M;307K;VRIJ;1000;1000;18B;P3108-127;2012140;26-8-2019 00:00;808956;308;B;01:04,5;1-9-1997 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;44170;Ja;POSS;;WIJZIGEN;weichenwerk;Z-156402;Onbekende nauwkeurigheid;40;40;999;;Nee;1-9-1997 00:00;307K;Dataverbetering;1-1-2027 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;;;1800-01-31 00: 00;;;;;31-12-2022 00:00;1-1-2199 00:00;;Nee;999;999;;P.E;;;;;;;;
Dataset-Fysiek_object-11506166;11506166;478-308-1000312163;478 Kruising 1177K 1: 9;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;0.792000;0.792000;;M;K_GG-HH;VRIJ;1000;1000;04B;;;26-8-2019 00:00;808956;308;B;01:09;1-4-2014 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Niet van toepassing;WIJZIGEN;voestalpine WBN BV;Z-166414;BBK (<=28cm);;;;Ballast op zand;Nee;1-4-2014 00:00;1177K;Dataverbetering;1-1-2074 00:00;2:  80.000 < Tf <= 130.000;D:  Niet centraal bed. wissel;60;IV;ProRail;;1-4-2014 00:00;PPLG_MVTW;;4,5;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-11620827;11620827;938-308-1000351688;938 Kruising 4623K 1: 4,5;Kruising;938;CUP Valburg;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;71;A15trace;INGB;B;3.579.000;3.579.000;;M;4623K;VRIJ;1000;1000;71B;;;26-8-2019 00:00;808956;308;B;01:04,5;;ProRail;Indirecte bevestiging;;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414773;Ja;Geen;Niet van toepassing;WIJZIGEN;WBN;Z-166414;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-2002 00:00;4623K;Dataverbetering;;;;;;ProRail;;1-1-2002 00:00;BRCUP;;4,5;;;;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11649613;11649613;514-308-1000415904;514 Kruising 61K 1: 4,5;Kruising;514;Nijmegen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;28;Maas en Waal;INGB;B;17.323.000;17.323.000;;M;61K;VRIJ;1000;1000;28B;;;26-8-2019 00:00;808956;308;B;01:04,5;19-10-2003 00:00;ProRail;Indirecte bevestiging;;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420306;Ja;Geen;Niet van toepassing;NIEUWBOUW;WBN;;BBK (<=28cm);;;;Ballast op zand;Nee;19-10-2003 00:00;61K;Dataverbetering;19-10-2048 00:00;4:  20.000 < Tf <= 40.000;C:  Centr bed en licht belast;45;Niet van toepassing;ProRail;Niet van toepassing;19-10-2003 00:00;NM;BBK (<=28cm);4,5;;;;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10265568;10265568;506-308-1000311851;506 Kruising 901K 1: 10;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;4;Randstad Noord;12;Amersfoort;INGB;B;43.898.000;43.898.000;;M;901K;VRIJ;1000;1000;12B;P2208-506;2020151;26-8-2019 00:00;808956;308;B;01:10;1-1-2000 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;414118;Ja;Geen;Nee;WIJZIGEN;RAILPRO;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2000 00:00;901K;Dataverbetering;1-1-2035 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;AMF;Objectregistratie (<=1.5m);Asymmetrisch;GEEN LTD;;;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-10265570;10265570;506-308-1000311855;506 Kruising 903K 1: 5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;4;Randstad Noord;12;Amersfoort;INGB;B;43.927.000;43.927.000;;M;123BA;VRIJ;1000;1000;12B;P2208-506;2020153;26-8-2019 00:00;808956;308;B;01:05;1-1-2000 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;414111;Ja;Geen;Nee;WIJZIGEN;RAILPRO;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2000 00:00;903K;Dataverbetering;1-1-2035 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;AMF;Objectregistratie (<=1.5m);Asymmetrisch;GEEN LTD;;;;;;;Ja;;;;;;;;;
