id;equipment;functieplaats;omschrijving;objecttype;geoCode;geoCode omschrijving;plaats;straat;standplaats code;standplaats;contractgebied code;contractgebied;status;equipmenttype;startpunt;eindpunt;lengte;maateenheid;naam;user status equipment;opmerking;vestiging;oH-organisatie;oH-plann.groep;kostenplaats;vast actief;wijziging op;wijziging door;basis objecttype code;techniekveld;puicnummer;aanschafdatum;datacollectie;eigenaar (economisch);opmerkingen;producent;theoretisch vervangingsjaar;afschrijvingsgroep;bewapening;dikte ballast;hoofdspoor/zijspoor;wissel classificatie;profiel;smeerloze constructie;soort ballast;generiek tekeningnummer;voegloos;monitoring;inspectiejaar;soort Wisselligger;theoretische levensduur;bediening classificatie;hoekverhouding kruising;kruisingnummer;plaatsingsdatum;aangesloten wisselverwarming;beheerder;beheerder Extra Info;datum eerste plaatsing;operatie;locatie functioneel;xY nauwkeurig begin gemeten;xY nauwkeurig eind gemeten;ondergrond (BAAN_ONDERGRONDWSL);spoorafstand;in bestrating;technisch vervangingsjaar;economisch vervangingsjaar;lTD tekeningnummer;undersleeperpad aanwezig?;hergebruikt object?;projectdefinitie;naam 2;naam 3;dagtonnage goederen;dagtonnage reizigers;fictief tonnage;geokunststoffen;producent + type geokunststof;naam 4;waarde;naam 1;oud equipment
Dataset-Fysiek_object-10664484;10664484;478-308-1000312041;478 Kruising K1227 1:4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;1.863000;1.887000;0.024000;M;K1227;VRIJ;;1000;1000;04B;P2308-478;2022264;2022-05-10 00:00;P1002958;308;B;c81406eb-7785-4d4e-80dc-9ebcccef94a3;2001-04-25 00:00;Dataverbetering;ProRail;NVT;RAILPRO;2036-01-01 00:00;;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;420024;Ja;Geen;2025-01-01 00:00;Hout;35;IV;1:4,5;K1227;2001-04-25 00:00;Niet van toepassing;ProRail;;2001-04-25 00:00;WIJZIGEN;MVTW;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;aanvulling movaris dd 31-01-2020;;;;;;FV-2205-110406;;;
Dataset-Fysiek_object-11540362;11540362;618-308-1000312185;618 Bew.Kruising K253A/B 1:15;Kruising;618;Eindhoven;Niet van toepassing;Niet van toepassing;32;Zuid-Oost;24;Eindhoven;INGB;B;50.026000;50.101000;0.075000;M;K253A/B;VRIJ;;1000;1000;24B;P3208-618;2019195;2022-10-11 00:00;P1002958;308;B;b48d1844-c912-44e7-b906-33bd0e68a246;2015-07-17 00:00;Mutaties vanuit projecten;ProRail;Beweegbaar kruis;Vossloh Cogifer Kloos B.V.;2050-07-17 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;C: Centr bed en licht belast;54E1;Austrorollen;Steenslag 31,5/50;414793;Ja;POSS;;Beton;35;Niet van toepassing;1:15;K253A/B;2015-07-17 00:00;GK.Ehv.01;ProRail;Niet van toepassing;2015-07-17 00:00;;EHV;Objectregistratie (<=1.5m);Objectregistratie (<=1.5m);Ballast op zand;Asymmetrisch;Nee;;;GEEN LTD;Nee;Nee;M-004182;;;;;;;;;;;10121448
Dataset-Fysiek_object-11130116;11130116;564-308-1000312101;564 Kruising K967 1:4,5;Kruising;564;Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;51;Zuid-Holland Noord;2;Den Haag;INGB;B;23.694000;23.702000;0.008000;M;K967;VRIJ;;1000;1000;02B;P2308-564;;2022-04-25 00:00;P1002958;308;B;108b3900-7416-4adb-a259-376c80829b3e;1982-01-01 00:00;Mutaties vanuit projecten;ProRail;NVT;Vossloh/Kloos;2047-01-01 00:00;;Indirecte bevestiging;> 25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 22/40;415090;Nee;Geen;2016-01-01 00:00;Beton;29;IV;1:4,5;K967;2018-09-15 00:00;Niet van toepassing;ProRail;Niet van toepassing;2018-09-15 00:00;1 OP 1 VERVANGING;BKHK;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;4,5;Nee;;;GEEN LTD;Nee;Nee;K-006021;;;;;;geogrid + filtervlies;;;;;
Dataset-Fysiek_object-11827390;11827390;950-308-1000312013;950 Kruising K335 1:4,5;Kruising;950;Barendrecht Vork - Rotterdam Maasvlakte;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;17.350000;17.357000;0.007000;M;K335;VRIJ;;1000;1000;04B;;2020190;2022-08-29 00:00;P1007796;308;B;;2022-03-01 00:00;Mutaties vanuit projecten;ProRail;NVT;Vossloh;2082-06-14 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Zijspoor;C: Centr bed en licht belast;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;2025-01-01 00:00;Beton;60;IV;1:4,5;K335;2022-06-14 00:00;Niet van toepassing;ProRail;;;VERVANGEN;BOT;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;4,5;Nee;2022-12-31 00:00;;GEEN LTD;Nee;Nee;K-X00005;;;;;;Combidoek(geogrid+filtervlies);Tensar GEOGRIDS;;;;10646014
Dataset-Fysiek_object-11734685;11734685;546-308-1000506022;546 Kruising K1023A 64 graden (Bkp);Kruising;546;Blauwkapel;Niet van toepassing;Niet van toepassing;41;Midden;13;Utrecht;INGB;B;4.255000;4.255000;;M;K1023A;VRIJ;;1000;1000;13B;P2208-546;2020164;2022-03-03 00:00;P1007560;308;B;b66c84d6-b0d8-4fe6-88dc-6f6f692978a0;1990-01-01 00:00;Dataverbetering;ProRail;;Onbekend;2013-01-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;2014-01-01 00:00;Hout;23;IV;64 graden (Bkp);K1023A;1990-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;BKP;Objectregistratie (<=1.5m);Objectregistratie (<=1.5m);Ballast op zand;Asymmetrisch;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11680658;11680658;055-308-1000469754;055 Kruising K345 1:4,5;Kruising;055;Blerick - Eindhoven;Niet van toepassing;Niet van toepassing;32;Zuid-Oost;27;Venlo;INGB;B;8.415000;8.430000;0.015000;M;K345;VRIJ;;1000;1000;27B;;;2022-06-09 00:00;P1002958;308;B;5be600cd-8191-4bcb-99f1-9658bee9c220;1800-01-31 00:00;Mutaties vanuit projecten;ProRail;;WBN;;;Indirecte bevestiging;> 25 cm;Zijspoor;Niet van toepassing;54E1;Geen;Steenslag 31,5/50;415091;Ja;Geen;;Beton;;Niet van toepassing;1:4,5;K345;2019-11-05 00:00;Niet van toepassing;ProRail;Niet van toepassing;2019-11-05 00:00;WIJZIGEN;GKGF;BBK (<=28cm);BBK (<=28cm);Ballast op zand;5,0;Nee;;;415091;Nee;Nee;R-480100;;;;;;geogrid;Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11745082;11745082;514-308-1000517058;514 Kruising K101 1:4,5;Kruising;514;Nijmegen;Niet van toepassing;Niet van toepassing;22;Oost;28;Maas en Waal;INGB;B;17.023000;17.031000;0.008000;M;K101;VRIJ;;1000;1000;28B;;;2022-04-21 00:00;P1002958;308;B;41802f64-b308-444c-b4b7-aa11a0fc466e;2019-10-01 00:00;Mutaties vanuit projecten;ProRail;;Voestalpine;2054-10-17 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;Niet van toepassing;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;35;Niet van toepassing;1:4,5;K101;2019-10-17 00:00;Niet van toepassing;ProRail;;2019-10-17 00:00;NIEUWBOUW;NM;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;D-002785;;;;;;geogrid + filtervlies;;;;;
Dataset-Fysiek_object-11734687;11734687;546-308-1000506027;546 Kruising K1023B 64 graden (Bkp);Kruising;546;Blauwkapel;Niet van toepassing;Niet van toepassing;41;Midden;13;Utrecht;INGB;B;4.255000;4.260000;0.005000;M;K1023B;VRIJ;;1000;1000;13B;P2208-546;2020164;2022-03-03 00:00;P1007560;308;B;8d583d75-ca00-4ea6-b286-68a6ca2ab95e;1990-01-01 00:00;Dataverbetering;ProRail;;Onbekend;2013-01-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;2014-01-01 00:00;Hout;23;IV;64 graden (Bkp);K1023B;1990-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;BKP;Objectregistratie (<=1.5m);Objectregistratie (<=1.5m);Ballast op zand;Asymmetrisch;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11663953;11663953;543-308-1000439861;543 Kruising K185 1:4,5;Kruising;543;Hengelo;Niet van toepassing;Niet van toepassing;22;Oost;32;Twente;INGB;B;45.400000;45.437000;0.037000;M;K185;VRIJ;;1000;1000;32B;;;2022-08-12 00:00;36566;308;B;074f66f7-da04-4562-b2bb-a1cfc38e7a68;2018-10-22 00:00;Mutaties vanuit projecten;ProRail;Kruis verstevigd;WBN;2063-10-22 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;45;Niet van toepassing;1:4,5;K185;2018-10-22 00:00;Niet van toepassing;ProRail;Niet van toepassing;2018-10-22 00:00;WIJZIGEN;HGL;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Asymmetrisch;Nee;;;GEEN LTD;Nee;Nee;D-003047;;;;;;Combidoek(geogrid+filtervlies);Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11702765;11702765;514-308-1000482043;514 Kruising K63 1:9;Kruising;514;Nijmegen;Niet van toepassing;Niet van toepassing;22;Oost;28;Maas en Waal;INGB;B;17.176000;17.228000;0.052000;M;K63;VRIJ;;1000;1000;28B;;;2021-07-21 00:00;P1005295;308;B;23f6ed8f-6a90-462f-bbdc-7d347823793a;1800-01-31 00:00;Mutaties vanuit projecten;ProRail;;Voestalpine;2079-10-17 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;;Beton;60;Niet van toepassing;1:9;K63;2019-10-17 00:00;Niet van toepassing;ProRail;Niet van toepassing;2019-10-17 00:00;NIEUWBOUW;NM;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Afwijkende spoorafstand;Nee;;;520564;Nee;Nee;R-3SUN08;;;;;;geogrid + filtervlies;;;;;
Dataset-Fysiek_object-11736158;11736158;926-308-1000507948;926 Kruising K4061/4063 1:4,5;Kruising;926;Zwolle Rangeerterrein;Niet van Toepassing;Niet van Toepassing;21;Noord;34;Overijssel;INGB;B;0.831000;0.843000;0.012000;M;K4061/4063;VRIJ;;1000;1000;34B;;;2021-07-22 00:00;P1005295;308;B;e85ac7f9-ba63-4deb-b03a-3fc52bdece67;2019-10-01 00:00;Mutaties vanuit projecten;ProRail;;Kloos;2079-10-10 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;60;Niet van toepassing;1:4,5;K4061/4063;2019-10-10 00:00;Niet van toepassing;ProRail;;;NIEUWBOUW;ZLR;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;R-525502;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11761904;11761904;534-308-1000532398;534 Kruising K1087A 1:4,5;Kruising;534;Leiden Centraal;Niet van toepassing;Niet van toepassing;51;Zuid-Holland Noord;1;Leiden;INGB;B;45.978000;46.004000;0.026000;M;K1087A;VRIJ;;1000;1000;01B;;;2022-04-23 00:00;P1002958;308;B;5662d905-00ef-458f-b888-2f611ddd8fcb;2020-02-04 00:00;Mutaties vanuit projecten;ProRail;;Voestalpine WBN;;;Indirecte bevestiging;> 25 cm;Hoofdspoor;;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;;Niet van toepassing;1:4,5;K1087A;2020-02-16 00:00;Gk.Ledn.04;ProRail;;;NIEUWBOUW;LEDN;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;K-006003;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11683437;11683437;144-308-1000471714;144 Kruising K783A 1:4,5;Kruising;144;Duivendrecht - Amsterdam Riekerpolder;Niet van toepassing;Niet van toepassing;41;Midden;10;Duivendrecht;INGB;B;153.605000;153.635000;0.030000;M;K783A;VRIJ;;1000;1000;10B;;;2022-06-16 00:00;P1002958;308;B;08288c42-edc5-4d0e-8615-06cef603a5e0;1800-01-31 00:00;Mutaties vanuit projecten;ProRail;;;2042-05-12 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;A: Centr bed en intens. belast;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;23;Niet van toepassing;1:4,5;K783A;2019-05-12 00:00;Niet van toepassing;ProRail;;;NIEUWBOUW;RAI;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Ja;R-429000;;;;;;Nee;Geofabrics PROTEXIA;;;;
Dataset-Fysiek_object-11811749;11811749;664-308-1000312037;664 Kruising K907AA 1:9;Kruising;664;Rotterdam Lombardijen;Niet van toepassing;Niet van toepassing;52;Zuid-Holland-Zuid;5;Dordrecht;INGB;B;43.111000;43.158000;0.047000;M;K907AA;PROJ;;1000;1000;05B;;2017826;2022-01-18 00:00;20015334;308;B;;2020-01-01 00:00;Mutaties vanuit projecten;ProRail;;Vossloh;2066-03-08 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;2014-01-01 00:00;Beton;45;IV;1:9;K907AA;2021-03-08 00:00;Niet van toepassing;ProRail;Niet van toepassing;2021-01-01 00:00;VERVANGEN;RTST;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Asymmetrisch;Nee;2018-12-31 00:00;2020-12-31 00:00;GEEN LTD;Nee;Nee;K-006000;;;1.542;;36.806;geogrid + filtervlies;Tensar GEOGRIDS;;;;10658617
Dataset-Fysiek_object-11816581;11816581;506-308-1000312077;506 Kruising K10 1:4,5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;41;Midden;12;Amersfoort;INGB;B;44.668000;44.696000;0.028000;M;K10;VRIJ;;1000;1000;12B;;;2022-04-06 00:00;P1006582;308;B;;2022-03-12 00:00;Mutaties vanuit projecten;ProRail;;Vossloh;2057-03-12 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;35;IV;1:4,5;K10;2022-03-12 00:00;Niet van toepassing;ProRail;Niet van toepassing;2022-03-12 00:00;VERVANGEN;AMF;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Asymmetrisch;Nee;2022-12-31 00:00;2022-12-31 00:00;GEEN LTD;Ja;Nee;L-005245;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;;;10957131
Dataset-Fysiek_object-11734686;11734686;546-308-1000506025;546 Kruising K1021B 64 graden (Bkp);Kruising;546;Blauwkapel;Niet van toepassing;Niet van toepassing;41;Midden;13;Utrecht;INGB;B;4.246000;4.256000;0.010000;M;K1021B;VRIJ;;1000;1000;13B;P2208-546;2020164;2022-07-26 00:00;20015266;308;B;becb1571-d021-411a-8891-56b6a32cdb81;1990-01-01 00:00;Dataverbetering;ProRail;;Onbekend;2013-01-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;2014-01-01 00:00;Hout;23;IV;64 graden (Bkp);K1021B;1990-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;BKP;Objectregistratie (<=1.5m);Objectregistratie (<=1.5m);Ballast op zand;Asymmetrisch;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11742576;11742576;586-308-1000514316;586 Kruising K2537 1:9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;80.316000;80.323000;0.007000;M;K2537;VRIJ;;1000;1000;09B;P2108-586;2014087;2022-05-16 00:00;P1002958;308;B;eec95023-8bc1-46d1-9fcd-77b6c86d4033;1800-01-31 00:00;Dataverbetering;ProRail;UNICAAT;Onbekend;;;Indirecte bevestiging;;Hoofdspoor;;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;;Beton;;Niet van toepassing;1:9;K2537;1800-01-31 00:00;GK.Asdwe.13;ProRail;Niet van toepassing;;;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);;4,5;Nee;2199-01-01 00:00;;GEEN LTD;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11746373;11746373;926-308-1000517850;926 Kruising K4129 1:4,5;Kruising;926;Zwolle Rangeerterrein;Niet van toepassing;Niet van toepassing;21;Noord;34;Overijssel;INGB;B;1.697000;1.704000;0.007000;M;K4129;VRIJ;;1000;1000;34B;;;2022-04-21 00:00;P1002958;308;B;786277a1-d9ad-4c31-a4fa-118162339e03;2020-06-01 00:00;Mutaties vanuit projecten;ProRail;;WBN;2080-06-15 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Zijspoor;C: Centr bed en licht belast;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;60;Niet van toepassing;1:4,5;K4129;2020-06-15 00:00;GK.ZLR.08;ProRail;;2020-06-15 00:00;NIEUWBOUW;ZL;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;R-525502;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11742666;11742666;003-308-1000514376;003 Kruising K2223 1:4,5;Kruising;003;Groningen Losplaats - Waterhuizen Aansl.;Niet van toepassing;Niet van toepassing;21;Noord;37;Groningen;INGB;B;84.165000;84.176000;0.011000;M;K2223;VRIJ;;1000;1000;37B;;;2022-06-08 00:00;P1002958;308;B;a257810a-7ccb-4e60-8d22-33cb124b66f1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11827395;11827395;586-308-1000311931;586 Kruising K255 1:4,5;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;E;81.090000;81.096000;0.006000;M;K255;VRIJ;;1000;1000;09B;P2108-586;2014046;2022-09-16 00:00;P1002958;308;B;;2015-10-03 00:00;Dataverbetering;ProRail;;WBN;2040-01-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;Geen ballast;Hoofdspoor;Niet van toepassing;54E1;Geen;Geen ballast;411830;Ja;Geen;;Hout;25;I;1:4,5;K255;2015-10-03 00:00;Niet van toepassing;ProRail;Niet van toepassing;2015-10-03 00:00;WIJZIGEN;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);Ballastloze constructie;4,35;Nee;;;GEEN LTD;Nee;Nee;;;;;25.800;;Nee;;;;;10266423
Dataset-Fysiek_object-11794203;11794203;618-308-1000538338;618 Kruising K229 1:4,5;Kruising;618;Eindhoven;Niet van toepassing;Niet van toepassing;32;Zuid-Oost;24;Eindhoven;INGB;B;50.504000;50.511000;0.006000;M;K229;VRIJ;;1000;1000;24B;;;2022-04-23 00:00;P1002958;308;B;3d9e95ae-9f85-4697-9f87-f1f1721efe7f;2021-02-14 00:00;Mutaties vanuit projecten;ProRail;;WBN;2081-02-14 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Zijspoor;;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;60;Niet van toepassing;1:4,5;K229;2021-02-14 00:00;;ProRail;;2021-02-14 00:00;NIEUWBOUW;EHV_OOSTZIJDE;Objectregistratie (<=1.5m);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11811744;11811744;664-308-1000312035;664 Kruising K916AA 1:9;Kruising;664;Rotterdam Lombardijen;Niet van toepassing;Niet van toepassing;52;Zuid-Holland-Zuid;5;Dordrecht;INGB;B;43.076000;43.120000;0.044000;M;K916AA;PROJ;;1000;1000;05B;;2017825;2022-01-18 00:00;20015334;308;B;;2020-01-01 00:00;Mutaties vanuit projecten;ProRail;;Vossloh;2066-03-08 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;2014-01-01 00:00;Beton;45;IV;1:9;K916AA;2021-03-08 00:00;Niet van toepassing;ProRail;Niet van toepassing;2021-01-01 00:00;VERVANGEN;RTST;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Asymmetrisch;Nee;2018-12-31 00:00;2020-12-31 00:00;GEEN LTD;Nee;Nee;K-006000;;;2.865;;23.307;geogrid + filtervlies;Tensar GEOGRIDS;;;;10658592
Dataset-Fysiek_object-11821759;11821759;608-308-1000575112;608 Kruising 63K 1:9;Kruising;608;Apeldoorn;Niet van toepassing;Niet van toepassing;22;Oost;31;IJsselstreek;INGB;B;88.819000;88.836000;0.017000;M;63K;VRIJ;;1000;1000;31B;;;2022-08-29 00:00;P1002958;308;B;;2021-01-01 00:00;Mutaties vanuit projecten;ProRail;spafstd 4,00m;Vossloh Cogifer Kloos BV;;;Indirecte bevestiging;> 25 cm;Hoofdspoor;;54E1;Geen;Steenslag 31,5/50;415088;Ja;Geen;;Beton;;Niet van toepassing;1:9;63K;2021-08-15 00:00;Geen wisselverwarming aanwezig;ProRail;;;NIEUWBOUW;APD;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,0;Nee;;;GEEN LTD;Nee;Nee;D-002884;;;;;;Combidoek(geogrid+filtervlies);Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11822256;11822256;564-308-1000312099;564 Kruising K1305 1:4,5;Kruising;564;Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;51;Zuid-Holland Noord;2;Den Haag;INGB;B;23.508000;23.528000;0.020000;M;K1305;VRIJ;;1000;1000;02B;P2308-564;;2022-06-22 00:00;P1007796;308;B;;2022-01-01 00:00;Mutaties vanuit projecten;ProRail;Geogrid producent: Gepro Box;Voestalpine;2055-01-01 00:00;;Indirecte bevestiging;> 25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Austrorollen;Steenslag 31,5/50;415090;Ja;Geen;2016-01-01 00:00;Beton;35;IV;1:4,5;K1305;2022-05-16 00:00;Niet van toepassing;ProRail;Niet van toepassing;2022-05-16 00:00;VERVANGEN;BKHG;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;2021-12-31 00:00;2022-12-31 00:00;GEEN LTD;Nee;Nee;K-007000;;;;;;geogrid + filtervlies;;;;;11130073
Dataset-Fysiek_object-11663958;11663958;543-308-1000439863;543 Kruising K177 1:3;Kruising;543;Hengelo;Niet van toepassing;Niet van toepassing;22;Oost;32;Twente;INGB;B;45.430000;45.453000;0.023000;M;K177;VRIJ;;1000;1000;32B;;;2022-08-12 00:00;36566;308;B;0eb0dd73-8764-4a63-8056-99aa41ac6bdc;2018-10-22 00:00;Mutaties vanuit projecten;ProRail;Kruis verstevigd;WBN;2063-10-22 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;;Beton;45;Niet van toepassing;1:3;K177;2018-10-22 00:00;Niet van toepassing;ProRail;Niet van toepassing;2018-10-22 00:00;WIJZIGEN;HGL;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Asymmetrisch;Nee;;;1561697;Nee;Nee;D-003047;;;;;;Combidoek(geogrid+filtervlies);Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11822306;11822306;564-308-1000416556;564 Kruising K1337 1:4,5;Kruising;564;Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;51;Zuid-Holland Noord;2;Den Haag;INGB;B;23.672000;23.692000;0.020000;M;K1337;VRIJ;;1000;1000;02B;P2308-564;;2022-06-23 00:00;P1007796;308;B;;2022-01-01 00:00;Mutaties vanuit projecten;ProRail;Geogrid producent: Gepro Box;Voestalpine;;;Indirecte bevestiging;> 25 cm;Zijspoor;;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;;IV;1:4,5;K1337;2022-06-06 00:00;Niet van toepassing;ProRail;Niet van toepassing;2022-06-06 00:00;VERVANGEN;BKHG;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;2021-12-31 00:00;2022-12-31 00:00;GEEN LTD;Nee;Nee;K-007000;;;;;;geogrid + filtervlies;;;;;11627355
Dataset-Fysiek_object-11794074;11794074;542-308-1000311953;542 Kruising K1153 1:4,5;Kruising;542;Dordrecht;Niet van toepassing;Niet van toepassing;52;Zuid-Holland-Zuid;5;Dordrecht;INGB;B;29.018000;29.042000;0.024000;M;K1153;VRIJ;;1000;1000;05B;;2017629;2021-07-21 00:00;P1005295;308;B;247a102f-2e4c-4f77-8b7a-97aa278d0245;2019-10-17 00:00;Mutaties vanuit projecten;ProRail;NVT;WBN;2065-08-24 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;2014-01-01 00:00;Beton;45;IV;1:4,5;K1153;2020-08-24 00:00;Niet van toepassing;ProRail;Niet van toepassing;;VERVANGEN;DDR;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Asymmetrisch;Nee;;;GEEN LTD;Nee;Nee;K-006610;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;;;10519312
